symptom_label,test_step,cnt,total_cnt,ratio
test-completion-missing-error,BFT,644,1095,0.59
test-completion-missing-error,RUNIN,181,1095,0.17
test-completion-missing-error,SDC,139,1095,0.13
test-completion-missing-error,FAT,130,1095,0.12
test-completion-missing-error,FW update,1,1095,0.0
test-completion-missing-error-amd_cpu_power_virus,SDC,1308,1312,1.0
test-completion-missing-error-amd_cpu_power_virus,FV,4,1312,0.0
test-completion-missing-error-biosintegrity,FAT,34,89,0.38
test-completion-missing-error-biosintegrity,FW update,29,89,0.33
test-completion-missing-error-biosintegrity,PRETEST,25,89,0.28
test-completion-missing-error-biosintegrity,BFT,1,89,0.01
test-completion-missing-error-bmcintegrity,FW update,3,3,1.0
test-completion-missing-error-bus_check,PRETEST,531,604,0.88
test-completion-missing-error-bus_check,FAT,73,604,0.12
test-completion-missing-error-cpu_checker_burnin,SDC,796,800,0.99
test-completion-missing-error-cpu_checker_burnin,FV,4,800,0.01
test-completion-missing-error-cpu_functional,FAT,354,492,0.72
test-completion-missing-error-cpu_functional,RMA_BFT,81,492,0.16
test-completion-missing-error-cpu_functional,BFT,56,492,0.11
test-completion-missing-error-cpu_functional,RMA_FBT,1,492,0.0
test-completion-missing-error-cssd_simple_io,BFT,28,47,0.6
test-completion-missing-error-cssd_simple_io,FAT,17,47,0.36
test-completion-missing-error-cssd_simple_io,RMA_BFT,2,47,0.04
test-completion-missing-error-dimmintegrity,RMA_BFT,1,1,1.0
test-completion-missing-error-dna,SDC,495,819,0.6
test-completion-missing-error-dna,FAT,226,819,0.28
test-completion-missing-error-dna,RUNIN,41,819,0.05
test-completion-missing-error-dna,FW update,31,819,0.04
test-completion-missing-error-dna,PRETEST,24,819,0.03
test-completion-missing-error-dna,FV,2,819,0.0
test-completion-missing-error-error_monitor,PRETEST,655,751,0.87
test-completion-missing-error-error_monitor,RUNIN,51,751,0.07
test-completion-missing-error-error_monitor,FAT,31,751,0.04
test-completion-missing-error-error_monitor,BFT,4,751,0.01
test-completion-missing-error-error_monitor,SDC,10,751,0.01
test-completion-missing-error-fan_speed,FAT,614,614,1.0
test-completion-missing-error-hwinterface_smoketest,RUNIN,184,579,0.32
test-completion-missing-error-hwinterface_smoketest,FAT,103,579,0.18
test-completion-missing-error-hwinterface_smoketest,FW update,92,579,0.16
test-completion-missing-error-hwinterface_smoketest,BFT,77,579,0.13
test-completion-missing-error-hwinterface_smoketest,SDC,66,579,0.11
test-completion-missing-error-hwinterface_smoketest,PRETEST,32,579,0.06
test-completion-missing-error-hwinterface_smoketest,RMA_BFT,22,579,0.04
test-completion-missing-error-hwinterface_smoketest,FV,1,579,0.0
test-completion-missing-error-hwinterface_smoketest,L10-ORT-nDRT-PTC,1,579,0.0
test-completion-missing-error-hwinterface_smoketest,L10-ORT-DRDT,1,579,0.0
test-completion-missing-error-maxcorestim,SDC,6641,6645,1.0
test-completion-missing-error-maxcorestim,FV,4,6645,0.0
test-completion-missing-error-memtester,RUNIN,2724,4005,0.68
test-completion-missing-error-memtester,FAT,1108,4005,0.28
test-completion-missing-error-memtester,L10-ORT-nDRT-THB,138,4005,0.03
test-completion-missing-error-memtester,BFT,25,4005,0.01
test-completion-missing-error-memtester,L10-ORT-nDRT-PTC,8,4005,0.0
test-completion-missing-error-memtester,L10-ORT-DRDT,2,4005,0.0
test-completion-missing-error-ncsi_cable,RUNIN,66,110,0.6
test-completion-missing-error-ncsi_cable,FAT,39,110,0.35
test-completion-missing-error-ncsi_cable,BFT,5,110,0.05
test-completion-missing-error-rainbow,SDC,2554,2557,1.0
test-completion-missing-error-rainbow,FV,3,2557,0.0
test-completion-missing-error-rootoftrustmap,FAT,16,29,0.55
test-completion-missing-error-rootoftrustmap,PRETEST,13,29,0.45
test-completion-missing-error-sat,RUNIN,1749,2462,0.71
test-completion-missing-error-sat,FAT,275,2462,0.11
test-completion-missing-error-sat,BFT,271,2462,0.11
test-completion-missing-error-sat,RMA_BFT,131,2462,0.05
test-completion-missing-error-sat,L10-ORT-nDRT-THB,34,2462,0.01
test-completion-missing-error-sat,RMA_FBT,2,2462,0.0
test-completion-missing-error-sensor_monitor,RUNIN,100,151,0.66
test-completion-missing-error-sensor_monitor,SDC,22,151,0.15
test-completion-missing-error-sensor_monitor,PRETEST,14,151,0.09
test-completion-missing-error-sensor_monitor,FAT,9,151,0.06
test-completion-missing-error-sensor_monitor,BFT,6,151,0.04
test-completion-missing-error-verify_frus,FAT,118,126,0.94
test-completion-missing-error-verify_frus,PRETEST,8,126,0.06
the count of gulp fru is not 1,RMA_BFT,5,9,0.56
the count of gulp fru is not 1,PRETEST,3,9,0.33
the count of gulp fru is not 1,FAT,1,9,0.11
the count of gulp is not 1,BFT,11,11,1.0
the count of mb fru is not 1,FAT,9,18,0.5
the count of mb fru is not 1,RMA_BFT,5,18,0.28
the count of mb fru is not 1,SDC,2,18,0.11
the count of mb fru is not 1,BFT,1,18,0.06
the count of mb fru is not 1,PRETEST,1,18,0.06
type-error-exception,BFT,115,231,0.5
type-error-exception,SDC,82,231,0.35
type-error-exception,FAT,18,231,0.08
type-error-exception,RUNIN,8,231,0.03
type-error-exception,FW update,5,231,0.02
type-error-exception,RMA_BFT,3,231,0.01
unbound-local-error-exception,RUNIN,2,4,0.5
unbound-local-error-exception,FAT,2,4,0.5
unexpected-bios-firmware-version,FW update,175,289,0.61
unexpected-bios-firmware-version,FAT,111,289,0.38
unexpected-bios-firmware-version,PRETEST,2,289,0.01
unexpected-bios-firmware-version,BFT,1,289,0.0
unexpected-bmc-firmware-version,FW update,71,83,0.86
unexpected-bmc-firmware-version,FAT,12,83,0.14
unknown-dimm-errors,SDC,13,21,0.62
unknown-dimm-errors,RUNIN,5,21,0.24
unknown-dimm-errors,FAT,3,21,0.14
unknown-pcie-location,FAT,423,1091,0.39
unknown-pcie-location,RUNIN,261,1091,0.24
unknown-pcie-location,PRETEST,181,1091,0.17
unknown-pcie-location,SDC,130,1091,0.12
unknown-pcie-location,BFT,88,1091,0.08
unknown-pcie-location,RMA_BFT,7,1091,0.01
unknown-pcie-location,L10-ORT-DRDT,1,1091,0.0
unrecognized_gpn-exception,FAT,35,40,0.88
unrecognized_gpn-exception,SDC,2,40,0.05
unrecognized_gpn-exception,RUNIN,1,40,0.03
unrecognized_gpn-exception,FV,1,40,0.03
unrecognized_gpn-exception,PRETEST,1,40,0.03
upper-critical-limit-violated,FAT,2,2,1.0
user-triggered-abort,BFT,9,9,1.0
validation-error,FAT,37,57,0.65
validation-error,BFT,13,57,0.23
validation-error,RMA_BFT,7,57,0.12
value-error-exception,SDC,113,261,0.43
value-error-exception,RUNIN,92,261,0.35
value-error-exception,FAT,34,261,0.13
value-error-exception,BFT,11,261,0.04
value-error-exception,PRETEST,5,261,0.02
value-error-exception,Default Test Step,2,261,0.01
value-error-exception,L10-ORT-DRDT,2,261,0.01
value-error-exception,RMA_BFT,2,261,0.01
z-m-q-error-exception,BFT,8,8,1.0
